Livingroom_temp,Livingroom_Humidity,laundryRoom_Humidity,OfficeRoom_Humidity,BathRoom_Humidity,Outside_temp_building,Outside_humidity_building,IroningRoom_Humidity,Parentroom_temp,Parent_room_humidity,WeatherStn_Pressure,Windspeed,NSM,day_of_week,month,Energy
19.03333333,43.06,44.79,43.145,51.0,6.433333333,82.53333333,39.03,17.1,43.76,743.85,4.5,55800,1,1,30
19.1,43.0,44.79,43.16333333,51.0,6.933333333,81.02666667,38.83333333,17.16666667,43.79,743.8666667,4.333333333,56400,1,1,30
19.13333333,42.86333333,44.76,43.03,51.0,7.0,76.83333333,38.645,17.16666667,43.79,743.8833333,4.166666667,57000,1,1,30
19.2,42.715,44.7,42.86333333,51.0,6.933333333,75.13333333,38.25357143,17.2,43.79,743.9,4.0,57600,1,1,30
19.13636364,42.65,44.7,42.79,51.06,6.726666667,75.33333333,38.18777778,17.2,43.73,743.95,4.5,58200,1,1,40
19.13,42.59,44.76,42.59,51.0,6.526666667,73.76,38.027,17.2,43.66333333,744.0,5.0,58800,1,1,50
19.1,42.59,44.79,42.59,51.0,6.333333333,73.5,38.0,17.2,43.53,744.05,5.5,59400,1,1,40
19.0375,42.53375,44.73,42.59,50.96666667,6.123333333,75.7,37.94666667,17.1,43.4,744.1,6.0,60000,1,1,40
19.00769231,42.43,44.7,42.59,50.9,6.19,76.36666667,37.9,17.1,43.32666667,744.15,6.5,60600,1,1,40
19.0,42.41818182,44.7,42.56,50.9,6.156666667,76.89333333,37.90555556,17.1,43.26,744.2,7.0,61200,1,1,60
19.0,42.43333333,44.66333333,42.56,50.9,6.09,77.56,37.94545455,17.1,43.2,744.2833333,7.0,61800,1,1,70
18.92666667,43.36333333,44.4,43.49,50.9,4.933333333,85.06333333,39.45,17.03333333,42.82666667,744.8,6.666666667,66000,1,1,90
19.0,43.29,44.4,43.09666667,51.0,4.933333333,86.45666667,39.26,17.0,42.7,744.85,6.5,66600,1,1,50
19.2,43.29,44.4,42.845,51.0,5.0,87.66333333,39.12666667,17.0,42.76,744.9,6.333333333,67200,1,1,40
19.245,43.245,44.32666667,42.59,51.09,4.9,88.63333333,39.09,17.0,42.79,744.95,6.166666667,67800,1,1,30
19.29,43.095,44.09,42.59,51.09,4.9,89.42666667,39.09,17.0,42.79,745.0,6.0,68400,1,1,50
19.37,42.92,44.09,42.56,51.0,4.866666667,90.22666667,39.06,17.0,42.79,745.0333333,6.166666667,69000,1,1,50
19.39,42.9,44.12666667,42.5,51.0,4.866666667,90.89333333,39.0,16.92666667,42.79,745.0666667,6.333333333,69600,1,1,60
19.39,42.76,44.2,42.53,51.0,4.933333333,91.4,39.0,16.89,42.79,745.1,6.5,70200,1,1,50
19.39,42.7,44.2,42.53,51.0,4.933333333,91.26,39.0,16.96333333,42.86333333,745.1333333,6.666666667,70800,1,1,60
19.39,42.66333333,44.2,42.56,50.96666667,4.626666667,90.96333333,39.0,16.89,42.9,745.1666667,6.833333333,71400,1,1,60
19.39,42.53,44.29,42.5,50.9,4.4,91.2725,39.0,16.89,42.9,745.2,7.0,72000,1,1,60
19.35666667,42.5,44.29,42.5,50.86333333,4.366666667,92.46,38.9,16.89,42.9,745.3166667,6.833333333,72600,1,1,50
19.29,42.43333333,44.29,42.5,50.79,4.53,93.19,38.9,16.89,42.9,745.4333333,6.666666667,73200,1,1,50
19.29,42.45,44.29,42.5,50.79,4.59,93.19,38.9,16.89,42.845,745.55,6.5,73800,1,1,50
19.26,42.46666667,44.29,42.5,50.73,4.56,93.06,38.96666667,16.89,42.82666667,745.6666667,6.333333333,74400,1,1,50
19.2,42.4,44.29,42.46666667,50.59,4.366666667,92.93333333,39.0,16.89,42.9,745.7833333,6.166666667,75000,1,1,50
19.2,42.32666667,44.29,42.4,50.53,4.263333333,93.36666667,39.0,16.89,42.9,745.9,6.0,75600,1,1,60
19.2,42.32666667,44.26,42.43333333,50.5,4.263333333,93.89333333,39.0,16.89,42.9,745.95,6.166666667,76200,1,1,60
19.1,42.36333333,44.2,42.5,50.46666667,4.4,94.26333333,39.0,16.89,42.9,746.0,6.333333333,76800,1,1,40
19.1,42.29,44.16333333,42.5,50.4,4.466666667,94.39666667,39.0,16.89,42.82666667,746.05,6.5,77400,1,1,30
19.04444444,42.24,44.09,42.5,50.4,4.623333333,94.4,38.925,16.79,42.79,746.1,6.666666667,78000,1,1,50
19.0,42.05636364,44.0,42.69,50.32666667,4.69,94.26,39.32727273,16.79,42.79,746.15,6.833333333,78600,1,1,40
19.0,41.88666667,44.06,42.73,50.29,4.833333333,94.39666667,39.68944444,16.89,43.19666667,746.2,7.0,79200,1,1,40
19.0,41.98833333,44.12666667,42.79,50.29,4.966666667,94.59,40.19611111,16.89,43.79666667,746.2666667,6.833333333,79800,1,1,60
19.0,42.06428571,44.2,43.0,50.32666667,5.09,94.62666667,40.69222222,16.89,44.19333333,746.3333333,6.666666667,80400,1,1,50
18.910625,42.2525,44.29,43.13333333,50.46666667,5.09,94.29333333,40.93777778,16.89,44.66,746.4,6.5,81000,1,1,50
18.89,42.410625,44.29,43.23,50.53,5.19,93.63333333,41.085,16.92666667,45.09666667,746.4666667,6.333333333,81600,1,1,40
18.89,42.5,44.43333333,43.36333333,50.66333333,5.2725,92.47,41.27363636,16.92666667,45.43,746.5333333,6.166666667,82200,1,1,50
18.89,42.645,44.5,43.4,50.79,5.366666667,90.8,41.44125,17.0,45.7,746.6,6.0,82800,1,1,40
18.80818182,42.7,44.53,43.46666667,50.86333333,5.5,89.1,41.59,17.0,45.83333333,746.7333333,6.333333333,83400,1,1,40
18.79,42.75625,44.59,43.5,51.03,5.56,87.36666667,41.72777778,17.0,46.03,746.8666667,6.666666667,84000,1,1,40
18.79,42.86166667,44.59,43.5,51.09,5.69,85.43,41.93888889,17.0,46.16333333,747.0,7.0,84600,1,1,40
18.79,43.0,44.59,43.53,51.23,5.69,84.62333333,42.12666667,17.0,46.29,747.1333333,7.333333333,85200,1,1,50
18.775,43.045,44.82666667,43.53,51.29,5.8,83.82666667,42.294,17.0,46.53,747.2666667,7.666666667,85800,1,1,50
18.7,43.09,44.9,43.59,51.4,5.866666667,82.56,42.495,17.0,46.66333333,747.4,8.0,0,2,1,50
18.7,43.2,44.845,43.59,51.4,6.0,80.95666667,42.58642857,17.0,46.82666667,747.5333333,8.0,600,2,1,30
18.7,43.26,44.86333333,43.62666667,51.5,6.0,80.69,42.9,17.0,46.96666667,747.6666667,8.0,1200,2,1,20
18.69090909,43.31,44.79,43.7,51.59,5.73,84.03333333,43.156,17.0,47.12666667,747.8,8.0,1800,2,1,30
18.67777778,43.39777778,44.79,43.7,51.59,5.53,86.56,43.2,17.0,47.26,747.9333333,8.0,2400,2,1,20
18.64285714,43.42857143,44.73,43.76,51.7,5.5,87.45666667,43.42714286,17.0,47.43333333,748.0666667,8.0,3000,2,1,40
18.6,43.46,44.7,43.79,51.7,5.56,86.33,43.59,17.0,47.56,748.2,8.0,3600,2,1,50
18.6,43.5,44.76,43.82666667,51.73,5.5,86.32666667,43.59,17.03333333,47.76666667,748.3166667,8.0,4200,2,1,60
18.6,43.56,44.79,43.9,51.79,5.433333333,87.46666667,43.66333333,17.03333333,47.96666667,748.4333333,8.0,4800,2,1,50
18.58888889,43.59,44.86333333,43.9,51.9,5.4,89.32666667,43.86222222,17.0,48.15666667,748.55,8.0,5400,2,1,40
18.5,43.59,44.9,43.9,51.9,5.4,89.97,44.0,17.0,48.36333333,748.6666667,8.0,6000,2,1,40
18.5,43.63583333,44.9,43.93333333,51.93333333,5.4,89.83333333,44.365,17.1,48.65666667,748.7833333,8.0,6600,2,1,50
18.5,43.68625,44.9,44.0,52.0,5.4,89.26333333,44.679375,17.03333333,48.79,748.9,8.0,7200,2,1,40
18.5,43.7,44.96666667,44.0,52.03,5.466666667,89.19,44.755,17.1,48.96333333,749.0833333,8.0,7800,2,1,40
18.5,43.775,45.0,44.06,52.03,5.5,88.39333333,44.765,17.1,49.09,749.2666667,8.0,8400,2,1,50
18.5,43.845,45.0,44.09,52.09,5.56,87.32666667,44.69388889,17.1,49.23,749.45,8.0,9000,2,1,50
18.5,43.9,45.0,44.09,52.16333333,5.59,86.06,44.68166667,17.1,49.3175,749.6333333,8.0,9600,2,1,50
18.48307692,43.86192308,45.0,44.12666667,52.09,5.656666667,86.0,44.60833333,17.1,49.46666667,749.8166667,8.0,10200,2,1,40
18.49388889,43.79,45.03,44.12666667,52.16333333,5.69,85.33333333,44.71444444,17.1,49.53,750.0,8.0,10800,2,1,30
18.42055556,43.80833333,45.0675,44.12666667,52.23,5.69,85.06,44.785,17.1,49.59,750.2,8.0,11400,2,1,20
18.39611111,43.79611111,45.0,44.2,52.29,5.69,84.76,44.755,17.1,49.59,750.4,8.0,12000,2,1,20
18.39,43.79,45.0,44.2,52.29,5.69,84.63333333,44.79444444,17.1,49.66333333,750.6,8.0,12600,2,1,20
18.39,43.79,44.93333333,44.2,52.4,5.726666667,83.19666667,44.69444444,17.1,49.7,750.8,8.0,13200,2,1,50
18.37181818,43.84,44.93333333,44.12666667,52.4,5.8,82.25666667,44.65722222,17.1,49.76,751.0,8.0,13800,2,1,50
18.30764706,43.9,45.0,44.2,52.43333333,5.833333333,80.99,44.66944444,17.1,49.79,751.2,8.0,14400,2,1,50
18.34294118,43.9,45.03,44.145,52.5,5.833333333,80.19666667,44.66333333,17.1,49.79,751.3166667,8.0,15000,2,1,40
18.34,43.91666667,45.03,44.12666667,52.5,5.8,80.14,44.68777778,17.2,49.9,751.4333333,8.0,15600,2,1,40
18.29,43.90555556,45.06,44.2,52.5,5.763333333,79.73,44.78111111,17.2,49.9,751.55,8.0,16200,2,1,50
18.29,43.9,45.06,44.2,52.59,5.623333333,79.86333333,44.91555556,17.2,49.96666667,751.6666667,8.0,16800,2,1,40
18.29,43.93888889,45.06,44.2,52.59,5.623333333,80.02666667,44.95,17.2,49.96666667,751.7833333,8.0,17400,2,1,50
18.273125,43.98125,45.06,44.2,52.59,5.69,79.63333333,44.891875,17.2,50.0,751.9,8.0,18000,2,1,50
18.29,44.0,45.09,44.2,52.66333333,5.56,78.83,44.834,17.2,50.06,752.05,7.833333333,18600,2,1,50
18.245,44.0,45.09,44.2,52.7,5.433333333,78.43,44.9,17.2,50.12666667,752.2,7.666666667,19200,2,1,40
18.2,44.0,45.09,44.2,52.7,5.226666667,78.82333333,44.94545455,17.2,50.2,752.35,7.5,19800,2,1,40
18.2,44.0,45.09,44.2,52.79,5.366666667,78.96333333,45.06714286,17.2,50.2,752.5,7.333333333,20400,2,1,50
18.2,44.0,45.09,44.2,52.79,5.5,78.63333333,45.24090909,17.2,50.2,752.65,7.166666667,21000,2,1,20
18.2,44.0,45.03,44.16333333,52.79,5.56,78.36666667,45.30166667,17.2,50.26,752.8,7.0,21600,2,1,20
18.2,44.0,45.06,44.16333333,52.79,5.59,78.6,45.39666667,17.2,50.32666667,752.9833333,6.833333333,22200,2,1,50
18.2,44.06666667,44.82,44.12666667,52.79,5.59,78.93333333,45.55,17.2,50.32666667,753.1666667,6.666666667,22800,2,1,40
18.2,44.29375,44.62666667,44.12666667,53.32333333,5.59,79.16,45.52571429,17.2,50.29,753.35,6.5,23400,2,1,60
18.05,43.845,43.96666667,43.96666667,63.09,5.59,79.59333333,44.295,17.2,49.6,754.1,5.5,27000,2,1,50
18.1,43.8175,44.0,43.9,59.86333333,5.59,79.89666667,43.15833333,17.2,49.19333333,754.1666667,5.333333333,27600,2,1,50
18.1,43.79,44.0,43.79,58.83,5.59,80.09,42.838125,17.1,48.79666667,754.2333333,5.166666667,28200,2,1,40
18.0,43.645,43.9,43.79,57.8,5.59,79.89666667,42.514,17.1,48.46333333,754.3,5.0,28800,2,1,40
18.0,43.7,43.9,43.7,57.245,5.59,79.49666667,41.96666667,17.1,48.1,754.45,4.833333333,29400,2,1,30
18.32333333,43.5,43.7,43.66333333,55.73,5.59,78.66,42.26666667,17.0,45.73,755.55,4.5,34200,2,1,90
18.46333333,43.5,43.62666667,43.25666667,55.49,5.59,79.46666667,42.46666667,17.0,45.46666667,755.6666667,4.666666667,34800,2,1,90
18.6,43.15666667,43.62666667,42.7,54.53,5.53,80.93333333,41.65666667,17.1,47.1,756.0333333,5.0,36600,2,1,80
18.66666667,43.43,43.76,42.7,54.53,5.656666667,80.72666667,41.29666667,17.1,47.06,756.1666667,5.0,37200,2,1,90
18.7,43.93,43.82666667,42.6,54.33333333,5.726666667,79.89333333,41.03,17.1,46.86,756.3,5.0,37800,2,1,100
18.76,43.86333333,43.9,42.32666667,54.2,5.866666667,77.1,40.72333333,17.0,46.52666667,756.4333333,5.0,38400,2,1,60
18.79,44.0,44.0,42.4,54.02666667,5.9,74.86666667,40.46333333,17.0,46.19333333,756.5666667,5.0,39000,2,1,50
18.79,44.0,44.0,42.02666667,53.9,5.9,75.72666667,40.26,17.0,45.86333333,756.7,5.0,39600,2,1,40
18.7,43.145,43.5,41.82666667,53.76,5.933333333,76.0,40.12666667,17.0,45.65666667,756.7833333,5.166666667,40200,2,1,80
18.7,43.06,43.36,41.76666667,53.56666667,6.06,76.12666667,40.0,16.96333333,45.46666667,756.8666667,5.333333333,40800,2,1,60
18.7,43.0,43.4,42.1,53.36333333,6.226666667,75.29333333,39.93333333,16.89,45.26666667,756.95,5.5,41400,2,1,90
18.7,43.06,43.52666667,42.86,53.15666667,6.3,73.56,39.76,16.89,44.93,757.0333333,5.666666667,42000,2,1,90
18.63333333,42.93333333,43.65666667,43.6,52.96666667,6.53,71.8,39.62666667,16.89,44.65666667,757.1166667,5.833333333,42600,2,1,50
18.6,42.83333333,43.93,43.52666667,52.82666667,6.656666667,69.93333333,39.46666667,16.89,44.22333333,757.2,6.0,43200,2,1,40
18.6,42.16666667,43.96,43.26666667,52.62666667,6.726666667,67.36,39.26666667,16.89,43.8975,757.2833333,5.833333333,43800,2,1,50
18.5,41.79,43.62666667,42.86333333,52.56666667,6.866666667,65.96666667,39.1,16.89,43.56666667,757.3666667,5.666666667,44400,2,1,40
18.5,41.73,43.59,42.65666667,52.22333333,6.8,64.63333333,38.86333333,16.89,43.33333333,757.45,5.5,45000,2,1,40
18.5,41.66333333,43.5225,42.36333333,52.03,6.866666667,64.9,38.79,16.89,43.06666667,757.5333333,5.333333333,45600,2,1,50
18.5,41.53,43.43333333,42.23,51.83333333,7.045,63.34,38.66333333,16.89,42.86333333,757.6166667,5.166666667,46200,2,1,30
18.5,41.36333333,43.26,41.86333333,51.62666667,6.933333333,62.02666667,38.46333333,16.89,42.73,757.7,5.0,46800,2,1,30
18.5,41.29,43.12666667,41.79,51.45,6.933333333,61.89333333,38.26,16.89,42.46666667,757.6833333,5.0,47400,2,1,20
18.46333333,41.16333333,43.0,41.7,51.22333333,7.0,62.19333333,38.2,16.89,42.32666667,757.6666667,5.0,48000,2,1,20
18.39,41.03,42.93333333,41.7,51.03,7.126666667,62.46666667,38.12666667,16.89,42.29,757.65,5.0,48600,2,1,50
18.39,40.9,42.9,41.79,50.86333333,7.19,61.96666667,38.06666667,16.89,42.29,757.6333333,5.0,49200,2,1,40
18.39,40.82666667,42.82666667,41.79,50.73,6.996666667,59.89333333,37.96666667,16.89,42.29,757.6166667,5.0,49800,2,1,50
18.39,40.7,42.86333333,41.79,50.59,6.466666667,59.76333333,37.76666667,16.89,42.15666667,757.6,5.0,50400,2,1,40
18.39,40.62666667,42.79,41.7,50.46333333,6.333333333,61.09666667,37.7,16.89,41.9,757.55,5.166666667,51000,2,1,60
18.39,40.495,42.76,41.7,50.22333333,6.6,61.76333333,37.62666667,16.82333333,41.82666667,757.5,5.333333333,51600,2,1,40
18.39,40.4,42.7,41.59,50.09,6.933333333,61.03,37.59,16.89,41.9,757.45,5.5,52200,2,1,40
18.39,40.32666667,42.66333333,41.59,50.0,7.293333333,58.73333333,37.46333333,16.89,41.9,757.4,5.666666667,52800,2,1,50
18.42666667,40.2,42.59,41.5,49.86,7.7,56.4,37.26,16.89,41.76,757.35,5.833333333,53400,2,1,40
18.5,40.12666667,42.56,41.36,49.76,7.9,52.69333333,37.06666667,16.89,41.7,757.3,6.0,54000,2,1,40
18.5,40.06,42.5,41.13333333,49.62666667,7.833333333,53.36,36.72333333,16.89,41.52666667,757.3166667,5.666666667,54600,2,1,30
18.5,40.0,42.5,41.0,49.46666667,7.866666667,53.05666667,36.46333333,16.89,41.3175,757.3333333,5.333333333,55200,2,1,30
18.63333333,39.9,42.43333333,40.86333333,49.4,7.726666667,51.86333333,36.145,16.89,41.23,757.35,5.0,55800,2,1,30
18.7,39.82666667,42.29,40.65666667,49.26,7.69,52.245,35.86333333,17.0,41.13333333,757.3666667,4.666666667,56400,2,1,40
18.73,39.56,42.13333333,40.5,49.12666667,7.626666667,51.82333333,35.73,17.0,41.0,757.3833333,4.333333333,57000,2,1,80
18.79,39.5,42.0,40.5,49.09,7.433333333,52.09666667,35.93333333,17.0,41.12666667,757.4,4.0,57600,2,1,70
18.79,39.62666667,42.0,40.36333333,49.09,7.156666667,52.13333333,36.0,17.06666667,41.2,757.3833333,3.833333333,58200,2,1,80
