Kitchen_temp,Kitchen_Humidity,Livingroom_temp,Livingroom_Humidity,laundryRoom_Temp,laundryRoom_Humidity,OfficeRoom_Temp,OfficeRoom_Humidity,BathRoom_Temp,BathRoom_Humidity,Outside_temp_building,Outside_humidity_building,IroningRoom_Temp,IroningRoom_Humidity,TeenRoom_Temp,TeenRoom_Humidity,Parentroom_temp,Parent_room_humidity,WeatherStn_temp,WeatherStn_Pressure,WeatherStn_humidity,Windspeed,WeatherStn_Visibility,Dew_point_temp,RandVar1,RandVar2,Energy,NSM,day_of_week,week_status,month
21.39,44.56,20.79,43.86333333,20.2,45.66333333,20.63333333,46.79,19.2,50.53,5.59,88.63333333,17.7,43.76,19.39,51.16333333,16.89,45.7,5.3,736.9,92.0,6.0,22.0,4.1,39.14663811,39.14663811,50,0,1,1,1
21.29,44.82666667,20.7,44.0,20.2,45.59,20.56666667,46.93333333,19.2,50.5,5.53,89.02666667,17.7,43.93333333,19.46333333,51.5,16.89,45.79,5.266666667,737.0,92.0,6.0,25.0,4.066666667,27.65181558,27.65181558,50,600,1,1,1
21.29,44.96666667,20.63333333,44.0,20.16666667,45.5,20.5,47.13333333,19.2,50.43333333,5.53,89.4,17.76,44.33333333,19.39,51.56,16.89,45.86333333,5.233333333,737.1,92.0,6.0,28.0,4.033333333,26.48597901,26.48597901,60,1200,1,1,1
21.26,45.09,20.6,44.03,20.1,45.5,20.5,47.23,19.16666667,50.36333333,5.53,89.19333333,17.79,44.96333333,19.39,51.86,16.89,45.9,5.2,737.2,92.0,6.0,31.0,4.0,39.46781158,39.46781158,70,1800,1,1,1
21.2,45.09,20.6,44.09,20.1,45.5,20.42666667,47.23,19.1,50.29,5.4,89.4,17.79,45.22333333,19.39,52.0,16.89,45.96666667,5.166666667,737.3,92.0,6.0,34.0,3.966666667,1.166560117,1.166560117,320,2400,1,1,1
21.16666667,45.23,20.5,44.12666667,20.1,45.5,20.46,47.36,19.06666667,50.26,5.2,88.99,17.79,45.32666667,19.35666667,52.09,16.89,46.03,5.133333333,737.4,92.0,6.0,37.0,3.933333333,23.86150325,23.86150325,400,3000,1,1,1
21.075,45.3725,20.5,44.2,20.1,45.53,20.79333333,47.56,19.0,50.12666667,4.866666667,89.06333333,17.79,45.425,19.29,52.16333333,16.89,46.09,5.1,737.5,92.0,6.0,40.0,3.9,36.61568693,36.61568693,400,3600,1,1,1
21.0,45.4,20.39,44.2,20.1,45.59,21.26333333,47.46666667,19.0,50.09,4.933333333,91.16,17.79,45.56,19.29,52.5,16.89,46.2,5.116666667,737.6333333,92.0,5.833333333,40.0,3.916666667,34.63657782,34.63657782,390,4200,1,1,1
21.0,45.59,20.39,44.26,20.1,45.59,21.59666667,47.4,19.0,50.03,5.0,91.43333333,17.79,45.73,19.23,52.9,16.89,46.2,5.133333333,737.7666667,92.0,5.666666667,40.0,3.933333333,23.88098111,23.88098111,130,4800,1,1,1
20.92666667,45.59,20.29,44.29,20.16666667,45.53,21.89,46.96666667,19.0,50.03,4.866666667,91.26,17.79,45.86333333,19.29,53.5,16.89,46.29,5.15,737.9,92.0,5.5,40.0,3.95,43.06047384,43.06047384,50,5400,1,1,1
20.89,45.66666667,20.23,44.29,20.13333333,45.5,21.82333333,46.22666667,18.92666667,50.09,4.726666667,91.59333333,17.79,45.82666667,19.29,53.96,16.89,46.43333333,5.166666667,738.0333333,92.0,5.333333333,40.0,3.966666667,21.90485536,21.90485536,40,6000,1,1,1
20.89,46.06,20.2,44.4,20.2,45.5,21.66666667,46.06,18.89,50.09,4.466666667,91.76,17.79,45.96666667,19.29,54.46333333,16.89,46.63333333,5.183333333,738.1666667,92.0,5.166666667,40.0,3.983333333,12.23986385,12.23986385,50,6600,1,1,1
20.79,46.2,20.2,44.46666667,20.16666667,45.5,21.53333333,45.93333333,18.89,50.1725,4.333333333,91.76,17.79,46.0,19.2225,54.7225,16.89,46.82666667,5.2,738.3,92.0,5.0,40.0,4.0,3.533952357,3.533952357,40,7200,1,1,1
20.79,46.2,20.1,44.53,20.125,45.425,21.35666667,45.9,18.89,50.2,4.156666667,91.83333333,17.79,46.0,19.2,54.96666667,16.96333333,46.96666667,5.133333333,738.4,92.0,4.833333333,40.0,3.933333333,4.973308009,4.973308009,50,7800,1,1,1
20.7,46.26,20.1,44.59,20.13333333,45.4,21.23,45.9,18.79,50.09,4.156666667,92.56666667,17.89,46.0,19.2,54.96666667,17.0,47.23,5.066666667,738.5,92.0,4.666666667,40.0,3.866666667,15.81358536,15.81358536,50,8400,1,1,1
20.7,46.2,20.0,44.43333333,20.2,45.5,21.06666667,45.9,18.79,50.09,4.333333333,93.53,17.89,46.06,19.2,54.9,17.0,47.36333333,5.0,738.6,92.0,4.5,40.0,3.8,25.93171316,25.93171316,50,9000,1,1,1
20.6,46.2,20.0,44.5,20.2,45.5,20.92666667,45.9,18.79,50.09,4.333333333,93.32333333,17.89,46.09,19.2,54.86333333,17.0,47.53,4.933333333,738.7,92.0,4.333333333,40.0,3.733333333,33.10025382,33.10025382,40,9600,1,1,1
20.6,46.12666667,20.0,44.5,20.2,45.4,20.745,45.9,18.73,50.09,4.19,93.12666667,17.82333333,45.96333333,19.13333333,54.79,17.0,47.66333333,4.866666667,738.8,92.0,4.166666667,40.0,3.666666667,20.34150936,20.34150936,40,10200,1,1,1
20.56666667,46.06666667,19.89,44.59,20.2,45.4,20.66666667,46.0,18.7,50.09,4.063333333,92.86666667,17.85666667,45.96666667,19.2,54.9,17.0,47.82666667,4.8,738.9,92.0,4.0,40.0,3.6,45.64379621,45.64379621,30,10800,1,1,1
20.5,46.2,19.82333333,44.53,20.29,45.46666667,20.53333333,46.0,18.7,50.09,3.863333333,92.96666667,17.85666667,45.96666667,19.2,54.96666667,17.0,47.9,4.816666667,739.0166667,92.16666667,4.333333333,40.0,3.633333333,14.68016864,14.68016864,20,11400,1,1,1
20.5,46.29,19.79,44.53,20.29,45.4,20.39,46.03,18.7,50.09,3.79,93.09333333,17.89,46.2,19.2,55.09,17.0,48.03,4.833333333,739.1333333,92.33333333,4.666666667,40.0,3.666666667,22.95328631,22.95328631,20,12000,1,1,1
20.42666667,46.23,19.79,44.53,20.2,45.4,20.39,46.16333333,18.63333333,50.03,3.895,94.045,17.89,46.2,19.2,55.03,17.0,48.09,4.85,739.25,92.5,5.0,40.0,3.7,16.61973371,16.61973371,40,12600,1,1,1
20.39,46.29,19.76,44.59,20.2,45.4,20.29,46.2,18.6,50.0,4.19,94.65666667,17.89,46.2,19.2,54.86333333,17.06666667,48.29,4.866666667,739.3666667,92.66666667,5.333333333,40.0,3.733333333,32.54352335,32.54352335,50,13200,1,1,1
20.39,46.36333333,19.7,44.59,20.2,45.5,20.23,46.26,18.6,50.0,4.263333333,94.79666667,17.89,46.12666667,19.2,54.73,17.06666667,48.36333333,4.883333333,739.4833333,92.83333333,5.666666667,40.0,3.766666667,12.90083904,12.90083904,50,13800,1,1,1
20.29,46.5,19.7,44.7,20.26,45.5,20.1,46.29,18.6,50.0,4.463333333,95.03,17.89,46.09,19.1,54.56,17.03333333,48.46333333,4.9,739.6,93.0,6.0,40.0,3.8,23.92726241,23.92726241,40,14400,1,1,1
20.29,46.545,19.63333333,44.62666667,20.29,45.5,20.03333333,46.29,18.53333333,50.0,4.59,95.03,17.89,45.92,19.1,54.5,17.03333333,48.59,4.916666667,739.65,92.66666667,5.833333333,40.0,3.766666667,38.31553353,38.31553353,50,15000,1,1,1
20.23,46.5,19.6,44.59,20.29,45.5,20.0,46.4,18.5,50.0,4.726666667,94.86666667,17.89,45.73,19.1,54.5,17.03333333,48.76666667,4.933333333,739.7,92.33333333,5.666666667,40.0,3.733333333,4.212345718,4.212345718,40,15600,1,1,1
20.2,46.43333333,19.6,44.59,20.29,45.5,19.92666667,46.46666667,18.5,50.0,4.8,94.72666667,17.89,45.7,19.1,54.5,17.03333333,48.9,4.95,739.75,92.0,5.5,40.0,3.7,43.7660665,43.7660665,40,16200,1,1,1
20.2,46.56,19.56666667,44.7,20.29,45.56,19.85666667,46.46666667,18.5,50.0,4.8,94.49333333,17.89,45.7,19.1,54.4,17.1,49.045,4.966666667,739.8,91.66666667,5.333333333,40.0,3.666666667,16.95364689,16.95364689,40,16800,1,1,1
20.16666667,46.36333333,19.5,44.7,20.29,45.59,19.79,46.46666667,18.5,50.0,4.8,94.22666667,17.89,45.59,19.1,54.4,17.1,49.2,4.983333333,739.85,91.33333333,5.166666667,40.0,3.633333333,41.97201751,41.97201751,60,17400,1,1,1
20.1,46.36333333,19.5,44.79,20.29,45.59,19.76,46.59,18.5,50.0,4.8,94.12666667,17.89,45.66333333,19.1,54.29,17.1,49.26,5.0,739.9,91.0,5.0,40.0,3.6,17.33417446,17.33417446,50,18000,1,1,1
20.1,46.5,19.42666667,44.73,20.29,45.59,19.7,46.66333333,18.4725,49.975,4.8,94.0,17.89,45.59,19.1,54.23,17.1,49.29,4.983333333,739.9666667,91.66666667,4.833333333,40.0,3.683333333,16.68874654,16.68874654,50,18600,1,1,1
20.03333333,46.36,19.39,44.73,20.29,45.59,19.66666667,46.66333333,18.39,49.9,4.763333333,93.56333333,17.89,45.59,19.05,54.045,17.1,49.36333333,4.966666667,740.0333333,92.33333333,4.666666667,40.0,3.766666667,23.81756225,23.81756225,40,19200,1,1,1
20.0,46.29,19.39,44.79,20.35666667,45.59,19.6,46.59,18.39,49.9,4.763333333,94.02333333,17.89,45.62666667,19.0,54.0,17.1,49.43333333,4.95,740.1,93.0,4.5,40.0,3.85,44.60991679,44.60991679,40,19800,1,1,1
20.0,46.29,19.39,44.79,20.39,45.59,19.6,46.62666667,18.39,49.9,4.833333333,94.72666667,17.89,45.62666667,19.06666667,54.0,17.1,49.56,4.933333333,740.1666667,93.66666667,4.333333333,40.0,3.933333333,43.21697353,43.21697353,40,20400,1,1,1
20.0,46.23,19.39,44.79,20.32333333,45.59,19.6,46.7,18.39,49.9,4.833333333,95.0,17.89,45.59,19.1,53.9,17.1,49.62666667,4.916666667,740.2333333,94.33333333,4.166666667,40.0,4.016666667,19.49947717,19.49947717,40,21000,1,1,1
19.92666667,46.23,19.29,44.9,20.32333333,45.59,19.5,46.7,18.39,49.9,4.9,95.53,17.89,45.72333333,19.03333333,53.82666667,17.1,49.7,4.9,740.3,95.0,4.0,40.0,4.1,38.86603494,38.86603494,50,21600,1,1,1
19.89,46.23,19.29,44.925,20.32333333,45.59,19.5,46.7,18.35666667,49.93333333,4.9975,95.82,17.89,45.9,19.0,53.79,17.1,49.82666667,4.933333333,740.4333333,94.66666667,4.166666667,38.16666667,4.1,48.03089986,48.03089986,80,22200,1,1,1
19.89,46.43,19.29,45.0,20.29,45.59,19.42666667,46.7,18.29,50.0,5.09,96.03,17.89,45.96666667,19.0,53.79,17.1,49.96666667,4.966666667,740.5666667,94.33333333,4.333333333,36.33333333,4.1,21.73297424,21.73297424,40,22800,1,1,1
19.89,46.62666667,19.29,45.12666667,20.29,45.59,19.39,46.7,18.29,50.12666667,5.0,95.9,17.89,45.9,19.0,53.76,17.13333333,50.0,5.0,740.7,94.0,4.5,34.5,4.1,35.62573394,35.62573394,30,23400,1,1,1
19.89,46.7,19.218,45.2,20.29,45.5,19.39,46.7,18.29,50.2,5.0,95.96666667,17.89,45.82666667,19.0,53.7,17.2,50.0,5.033333333,740.8333333,93.66666667,4.666666667,32.66666667,4.1,19.99971844,19.99971844,30,24000,1,1,1
19.89,46.86333333,19.2,45.245,20.29,45.43333333,19.29,46.79,18.29,50.23,4.966666667,95.93333333,17.89,45.7225,19.0,53.875,17.2,50.0,5.066666667,740.9666667,93.33333333,4.833333333,30.83333333,4.1,16.26760759,16.26760759,30,24600,1,1,1
19.82333333,46.86333333,19.2,45.36333333,20.2,45.29,19.29,46.79,18.29,50.29,4.9,95.93333333,17.89,45.79,19.0,54.0,17.2,50.0,5.1,741.1,93.0,5.0,29.0,4.1,37.8543574,37.8543574,50,25200,1,1,1
19.85666667,46.93,19.2,45.4,20.2,45.29,19.29,46.79,18.29,50.42666667,4.933333333,96.09,17.89,45.86333333,19.0,54.06,17.2,50.09,5.1,741.2166667,92.66666667,5.0,30.83333333,4.05,10.13461276,10.13461276,60,25800,1,1,1
19.79,46.79,19.2,45.32666667,20.16666667,45.29,19.29,46.59666667,18.23,50.83333333,4.933333333,96.09,17.89,45.52,18.92666667,53.8,17.2,49.96333333,5.1,741.3333333,92.33333333,5.0,32.66666667,4.0,35.55606112,35.55606112,80,26400,1,1,1
19.79,46.895,19.175,45.195,20.1,45.29,19.26,46.29666667,18.2,51.26666667,5.0,96.09,17.89,45.14,18.9725,53.15,17.2,49.72333333,5.1,741.45,92.0,5.0,34.5,3.95,6.084596051,6.084596051,80,27000,1,1,1
19.79,47.42666667,19.1,45.03,20.1,45.29,19.2,46.09,18.2,51.52666667,5.0,96.09,17.85666667,44.83333333,18.89,52.8,17.2,49.46333333,5.1,741.5666667,91.66666667,5.0,36.33333333,3.9,12.2744257,12.2744257,90,27600,1,1,1
19.79,48.36666667,19.1,45.0,20.1,45.29,19.16666667,45.96666667,18.1,51.82666667,5.0,96.09,17.79,44.56666667,18.85666667,52.36333333,17.15,48.995,5.1,741.6833333,91.33333333,5.0,38.16666667,3.85,7.165218971,7.165218971,90,28200,1,1,1
19.79,48.66666667,19.1,45.0,20.2,45.29,19.16666667,45.9,18.1,51.96666667,5.06,96.15666667,17.79,44.32666667,18.79,51.96333333,17.1,48.63333333,5.1,741.8,91.0,5.0,40.0,3.8,11.98147075,11.98147075,160,28800,1,1,1
19.79,48.53333333,19.06666667,45.06,20.13333333,45.29,19.2,45.76,18.1,52.12666667,5.09,96.02666667,17.85666667,44.66,18.79,51.63333333,17.1,48.36,5.05,741.8833333,91.0,5.0,40.0,3.733333333,2.946718864,2.946718864,140,29400,1,1,1
19.89,50.0,19.02222222,45.04444444,20.15,45.245,19.2,45.62666667,18.03333333,52.2,5.09,95.76,18.0,45.06333333,18.79,51.395,17.1,48.02666667,5.0,741.9666667,91.0,5.0,40.0,3.666666667,32.11441293,32.11441293,100,30000,1,1,1
19.89,48.73333333,19.1,45.2,20.1,45.2,19.1,45.52666667,18.05,52.4,5.0,95.45666667,18.0,44.45666667,18.7,51.045,17.1,47.76666667,4.95,742.05,91.0,5.0,40.0,3.6,43.81346063,43.81346063,60,30600,1,1,1
19.89,48.02666667,19.03333333,45.12666667,20.1,45.2,19.1,45.4,18.0,52.5,4.793333333,94.79,17.89,43.96,18.7,50.76,17.1,47.46666667,4.9,742.1333333,91.0,5.0,40.0,3.533333333,38.94573387,38.94573387,60,31200,1,1,1
19.89,47.63333333,19.0,45.09,20.1,45.2,19.1,45.36333333,18.0,52.56,4.466666667,94.19333333,17.89,43.56666667,18.7,50.645,17.03333333,47.26666667,4.85,742.2166667,91.0,5.0,40.0,3.466666667,39.86544129,39.86544129,60,31800,1,1,1
19.85666667,47.06333333,19.0,45.03,20.1,45.2,19.1,45.23,18.0,52.79,4.2975,94.45,17.85666667,43.1,18.7,50.42,17.0,46.93,4.8,742.3,91.0,5.0,40.0,3.4,22.76372268,22.76372268,50,32400,1,1,1
19.79,46.65666667,19.0,44.96666667,20.1,45.16333333,19.1,45.09,17.92666667,52.79,4.063333333,94.19333333,17.79,42.76666667,18.63333333,50.15666667,17.06666667,46.79,4.883333333,742.3833333,91.0,5.0,38.16666667,3.483333333,20.5042041,20.5042041,60,33000,1,1,1
19.79,46.33333333,19.0,44.82666667,20.1,45.09,19.1,44.96666667,17.89,52.76,4.03,94.66666667,17.79,42.43,18.66666667,50.02666667,17.03333333,46.59,4.966666667,742.4666667,91.0,5.0,36.33333333,3.566666667,40.54351214,40.54351214,50,33600,1,1,1
19.79,46.06666667,19.0,44.645,20.1,45.16333333,19.03333333,44.76666667,17.89,52.03333333,4.09,95.0,17.79,42.23,18.6,49.82666667,17.03333333,46.39,5.05,742.55,91.0,5.0,34.5,3.65,30.24666451,30.24666451,30,34200,1,1,1
19.76,45.86333333,18.96333333,44.56,20.03333333,44.96333333,19.0,44.66333333,18.0,50.9,4.123333333,95.39666667,17.7,41.96666667,18.6,49.66333333,17.0,46.16333333,5.133333333,742.6333333,91.0,5.0,32.66666667,3.733333333,32.7361964,32.7361964,40,34800,1,1,1
19.7,45.79,18.96333333,44.43333333,20.0,44.9,19.06666667,44.59,18.0,50.42666667,4.263333333,95.79666667,17.7,41.82666667,18.6,49.59,17.0,46.03,5.216666667,742.7166667,91.0,5.0,30.83333333,3.816666667,17.6598636,17.6598636,30,35400,1,1,1
19.7,45.66333333,18.89,44.29,20.0,44.9,19.1,44.69333333,18.0,49.93,4.463333333,96.26,17.7,41.66333333,18.6,49.46666667,17.0,45.86333333,5.3,742.8,91.0,5.0,29.0,3.9,13.51300729,13.51300729,260,36000,1,1,1
19.7,45.59,18.89,44.23,19.89,44.9,19.16666667,45.02666667,18.0,49.65666667,4.73,96.46666667,17.7,41.59,18.53333333,49.4,17.0,45.73,5.483333333,742.8833333,90.16666667,5.0,30.83333333,3.95,49.63420306,49.63420306,500,36600,1,1,1
19.73,47.79333333,18.92666667,44.23,19.89,44.9,19.36,45.36,18.0,49.5,5.03,96.56,17.7,41.5,18.5,49.26,17.0,45.66333333,5.666666667,742.9666667,89.33333333,5.0,32.66666667,4.0,31.67466322,31.67466322,450,37200,1,1,1
19.79,48.79333333,19.0,44.36333333,19.89,44.86333333,19.69333333,45.56,18.0,49.56,5.156666667,96.5,17.7,41.4,18.5,49.2,17.0,45.46333333,5.85,743.05,88.5,5.0,34.5,4.05,10.66040676,10.66040676,60,37800,1,1,1
19.89,47.94,19.03333333,44.56666667,19.96333333,44.86333333,20.0,45.13333333,18.03333333,49.62666667,5.333333333,96.56,17.7,41.32666667,18.5,49.09,17.03333333,45.29,6.033333333,743.1333333,87.66666667,5.0,36.33333333,4.1,6.468617404,6.468617404,60,38400,1,1,1
19.89,47.16,19.03333333,44.56666667,19.92666667,44.79,20.06666667,44.86,18.1,49.56666667,5.4,96.29333333,17.7,41.26,18.5,49.09,17.03333333,45.23,6.216666667,743.2166667,86.83333333,5.0,38.16666667,4.15,23.90590172,23.90590172,60,39000,1,1,1
19.89,46.76666667,19.03333333,44.5,20.0,44.79,20.13333333,44.7,18.03333333,49.32666667,5.53,96.19,17.7,41.2,18.5,49.0,17.05,45.245,6.4,743.3,86.0,5.0,40.0,4.2,46.20372349,46.20372349,50,39600,1,1,1
20.0,46.29666667,19.1,44.5,20.0,44.79,20.2,44.62666667,18.1,49.32666667,5.796666667,96.19,17.73,41.02666667,18.5,48.93333333,17.1,45.29,6.5,743.3333333,85.16666667,5.333333333,38.0,4.166666667,29.93804836,29.93804836,50,40200,1,1,1
20.0,45.96333333,19.1,44.46666667,19.92666667,44.79,20.2,44.59,18.1,49.26,5.833333333,95.02333333,17.79,40.9,18.42666667,48.59,17.1,45.23,6.6,743.3666667,84.33333333,5.666666667,36.0,4.133333333,48.80853475,48.80853475,50,40800,1,1,1
20.0,46.22333333,19.1,44.4,19.945,44.79,20.13333333,44.46333333,18.1,49.12666667,5.966666667,94.56333333,17.79,40.7,18.5,48.46333333,17.1,45.2,6.7,743.4,83.5,6.0,34.0,4.1,36.58962559,36.58962559,60,41400,1,1,1
20.0,45.96333333,19.1,44.29,19.89,44.76,20.1,44.16333333,18.1,49.09,6.245,93.745,17.85666667,40.62666667,18.5,48.19,17.1,45.12666667,6.8,743.4333333,82.66666667,6.333333333,32.0,4.066666667,17.8363456,17.8363456,60,42000,1,1,1
20.0,45.72333333,19.15,44.245,19.89,44.7,20.1,44.03,18.1,49.0,6.433333333,91.23,17.82333333,40.46666667,18.5,47.96666667,17.1,45.2,6.9,743.4666667,81.83333333,6.666666667,30.0,4.033333333,21.57368453,21.57368453,60,42600,1,1,1
20.0,45.66333333,19.2,44.2,19.96333333,44.7,20.03333333,43.9,18.1,48.93333333,6.5,88.89666667,17.89,40.32666667,18.56666667,47.82666667,17.1,45.2,7.0,743.5,81.0,7.0,28.0,4.0,7.410578034,7.410578034,60,43200,1,1,1
20.03333333,45.5,19.2,44.12666667,19.96333333,44.7,20.03333333,43.69333333,18.06666667,49.0,6.59,85.46333333,17.9175,40.24,18.56666667,47.59,17.1,45.06,7.083333333,743.5,80.66666667,7.0,30.0,4.016666667,0.653878774,0.653878774,190,43800,1,1,1
20.1,45.69333333,19.2,43.9,20.0,44.79,20.0,43.845,18.0,49.4,6.656666667,84.39666667,17.92666667,40.03,18.55,47.545,17.1,45.0,7.166666667,743.5,80.33333333,7.0,32.0,4.033333333,35.7783033,35.7783033,220,44400,1,1,1
20.1,45.4,19.2,43.9,20.0,44.79,20.0,43.82666667,17.96333333,49.89,6.933333333,83.1,17.9725,39.875,18.6,47.35222222,17.1,44.86333333,7.25,743.5,80.0,7.0,34.0,4.05,5.159211787,5.159211787,170,45000,1,1,1
20.1,45.32666667,19.2,43.856,19.96333333,44.79,20.0,43.96666667,17.89,50.22333333,7.126666667,82.89333333,18.0,39.7,18.6,47.2,17.1,44.79,7.333333333,743.5,79.66666667,7.0,36.0,4.066666667,22.31421743,22.31421743,390,45600,1,1,1
20.1,45.32666667,19.2,43.7,19.89,44.79,19.89,44.09,17.89,50.398,7.433333333,82.33333333,18.0,39.66333333,18.5,47.2,17.1,44.7,7.416666667,743.5,79.33333333,7.0,38.0,4.083333333,32.00505226,32.00505226,90,46200,1,1,1
20.16666667,46.99333333,19.2,43.76,19.89,44.79,19.89,44.16333333,17.89,50.56,7.5,81.0,18.0,39.59,18.5,47.12666667,17.16666667,44.62666667,7.5,743.5,79.0,7.0,40.0,4.1,49.591931,49.591931,60,46800,1,1,1
20.1,46.43,19.1,43.8175,19.89,44.79,19.85666667,44.16,17.85666667,50.73,7.4,80.36,17.89,39.59,18.5,47.23,17.16666667,44.56,7.416666667,743.5,79.33333333,7.166666667,40.0,4.066666667,24.77967889,24.77967889,290,47400,1,1,1
20.1,46.03,19.1,43.838125,19.89,44.79,19.85666667,44.02666667,17.85666667,50.86333333,7.466666667,80.36,17.89,39.59,18.5,47.29,17.1,44.5,7.333333333,743.5,79.66666667,7.333333333,40.0,4.033333333,24.21747622,24.21747622,130,48000,1,1,1
20.06666667,45.36333333,19.1,43.745,19.89,44.86333333,19.79,43.86333333,17.79,50.93333333,7.656666667,78.79,17.89,39.59,18.5,47.33,17.1,44.4,7.25,743.5,80.0,7.5,40.0,4.0,8.672116743,8.672116743,140,48600,1,1,1
20.0,44.96333333,19.1,43.59555556,19.89,44.82666667,19.73,43.53,17.79,51.0,7.53,78.19,17.89,39.59,18.5,47.2825,17.1,44.32666667,7.166666667,743.5,80.33333333,7.666666667,40.0,3.966666667,37.74104723,37.74104723,240,49200,1,1,1
20.0,44.76,19.1,43.48888889,19.89,44.9,19.7,43.5,17.79,51.0,7.623333333,78.73,17.945,39.565,18.5,47.13714286,17.1,44.29,7.083333333,743.5,80.66666667,7.833333333,40.0,3.933333333,22.69477446,22.69477446,50,49800,1,1,1
20.0,44.595,19.1,43.425,19.89,44.9,19.7,43.5,17.79,51.0,7.69,77.19666667,18.07777778,39.47666667,18.5,47.01133333,17.1,44.23,7.0,743.5,81.0,8.0,40.0,3.9,25.55848919,25.55848919,60,50400,1,1,1
20.0,44.43333333,19.1,43.334,19.89,44.9,19.7,43.46666667,17.79,51.0,7.56,76.32333333,18.18333333,39.275,18.5,46.91666667,17.1,44.2,6.983333333,743.55,80.16666667,7.5,40.0,3.733333333,10.37725566,10.37725566,60,51000,1,1,1
20.0,44.26,19.1,43.29,19.89,44.9,19.7,43.4,17.79,51.0,7.433333333,76.46333333,18.18333333,39.09,18.5,46.86333333,17.1,44.2,6.966666667,743.6,79.33333333,7.0,40.0,3.566666667,11.43290714,11.43290714,60,51600,1,1,1
20.0,44.2,19.1,43.29,19.89,44.9,19.6,43.2,17.73,51.0,7.295,77.4,18.1,39.09,18.5,46.79,17.1,44.12666667,6.95,743.65,78.5,6.5,40.0,3.4,29.78559982,29.78559982,370,52200,1,1,1
20.0,44.06,19.03333333,43.23,19.945,44.9,19.6,43.12666667,17.79,51.0,6.9,77.63333333,18.06666667,39.06,18.5,47.0,17.1,44.0,6.933333333,743.7,77.66666667,6.0,40.0,3.233333333,28.74360991,28.74360991,200,52800,1,1,1
20.0,44.06,19.0,43.2,19.89,44.9,19.56666667,43.06,17.7,51.0,6.966666667,78.82666667,18.0,39.0,18.42666667,46.93333333,17.1,43.93333333,6.916666667,743.75,76.83333333,5.5,40.0,3.066666667,3.853219014,3.853219014,70,53400,1,1,1
